id_strati_homogene,id_anneau,gamma_h[kN/m3],E_M[MPa],alpha[],c'[kPa],phi'[°],K0[]
1449,1449,17.215,9.635,0.462,3.184,24.934,0.514
1450,1450,17.216,9.635,0.462,3.185,24.947,0.514
1451,1451,17.218,9.637,0.462,3.186,24.959,0.514
1452,1452,17.22,9.64,0.462,3.186,24.973,0.514
1453,1453,17.222,9.644,0.461,3.185,24.987,0.514
1454,1454,17.224,9.649,0.461,3.184,25.001,0.514
1455,1455,17.226,9.655,0.461,3.183,25.016,0.514
1456,1456,17.229,9.663,0.461,3.181,25.032,0.514
1457,1457,17.231,9.672,0.461,3.179,25.049,0.514
1458,1458,17.234,9.683,0.461,3.176,25.066,0.514
1459,1459,17.237,9.694,0.461,3.173,25.084,0.514
1460,1460,17.24,9.707,0.461,3.17,25.102,0.514
1461,1461,17.244,9.721,0.46,3.166,25.121,0.514
1462,1462,17.247,9.737,0.46,3.161,25.14,0.514
1463,1463,17.251,9.754,0.46,3.156,25.161,0.514
1464,1464,17.255,9.772,0.46,3.151,25.182,0.514
1465,1465,17.259,9.791,0.46,3.145,25.203,0.514
1466,1466,17.263,9.812,0.459,3.139,25.225,0.514
1467,1467,17.267,9.834,0.459,3.132,25.248,0.514
1468,1468,17.272,9.857,0.459,3.125,25.271,0.513
1469,1469,17.276,9.881,0.458,3.117,25.295,0.513
1470,1470,17.281,9.907,0.458,3.109,25.32,0.513
1471,1471,17.286,9.934,0.458,3.101,25.345,0.513
1472,1472,17.291,9.962,0.457,3.092,25.37,0.513
1473,1473,17.297,9.992,0.457,3.082,25.397,0.513
1474,1474,17.302,10.022,0.457,3.072,25.424,0.512
1475,1475,17.308,10.054,0.456,3.062,25.451,0.512
1476,1476,17.314,10.087,0.456,3.051,25.479,0.512
1477,1477,17.32,10.121,0.455,3.04,25.507,0.512
1478,1478,17.326,10.156,0.455,3.029,25.537,0.511
1479,1479,17.332,10.192,0.454,3.017,25.566,0.511
1480,1480,17.339,10.23,0.454,3.005,25.596,0.511
1481,1481,17.345,10.268,0.453,2.992,25.627,0.511
1482,1482,17.352,10.308,0.453,2.979,25.658,0.51
1483,1483,17.359,10.349,0.452,2.966,25.689,0.51
1484,1484,17.366,10.39,0.452,2.952,25.721,0.51
1485,1485,17.373,10.433,0.451,2.938,25.754,0.51
1486,1486,17.38,10.477,0.451,2.923,25.787,0.509
1487,1487,17.388,10.521,0.45,2.908,25.82,0.509
1488,1488,17.395,10.567,0.45,2.893,25.854,0.509
1489,1489,17.403,10.613,0.449,2.877,25.888,0.508
1490,1490,17.411,10.66,0.448,2.862,25.923,0.508
1491,1491,17.419,10.709,0.448,2.846,25.958,0.508
1492,1492,17.427,10.757,0.447,2.829,25.993,0.507
1493,1493,17.435,10.807,0.447,2.812,26.028,0.507
1494,1494,17.443,10.858,0.446,2.795,26.064,0.507
1495,1495,17.452,10.948,0.446,2.821,26.093,0.506
1496,1496,17.465,11.159,0.446,2.977,26.097,0.507
1497,1497,17.477,11.372,0.447,3.134,26.101,0.507
1498,1498,17.49,11.587,0.448,3.291,26.105,0.507
1499,1499,17.503,11.803,0.449,3.45,26.109,0.508
1500,1500,17.515,12.02,0.45,3.609,26.114,0.508
1501,1501,17.528,12.238,0.45,3.769,26.118,0.508
1502,1502,17.542,12.458,0.451,3.93,26.122,0.508
1503,1503,17.555,12.678,0.452,4.091,26.127,0.509
1504,1504,17.568,12.9,0.453,4.252,26.131,0.509
1505,1505,17.581,13.122,0.454,4.414,26.136,0.509
1506,1506,17.595,13.345,0.454,4.576,26.141,0.51
1507,1507,17.608,13.568,0.455,4.738,26.146,0.51
1508,1508,17.622,13.791,0.456,4.9,26.15,0.51
1509,1509,17.636,14.015,0.457,5.062,26.155,0.51
1510,1510,17.65,14.24,0.457,5.224,26.16,0.511
1511,1511,17.663,14.464,0.458,5.386,26.165,0.511
1512,1512,17.677,14.688,0.459,5.547,26.17,0.511
1513,1513,17.691,14.912,0.46,5.708,26.175,0.511
1514,1514,17.705,15.136,0.461,5.869,26.181,0.512
1515,1515,17.719,15.359,0.461,6.03,26.186,0.512
1516,1516,17.733,15.583,0.462,6.189,26.191,0.512
1517,1517,17.747,15.805,0.463,6.348,26.197,0.512
1518,1518,17.761,16.027,0.464,6.507,26.202,0.513
1519,1519,17.776,16.249,0.464,6.664,26.208,0.513
1520,1520,17.79,16.469,0.465,6.821,26.213,0.513
1521,1521,17.804,16.689,0.466,6.977,26.219,0.514
1522,1522,17.818,16.907,0.467,7.132,26.225,0.514
1523,1523,17.832,17.125,0.467,7.286,26.231,0.514
1524,1524,17.846,17.342,0.468,7.439,26.236,0.514
1525,1525,17.861,17.557,0.469,7.591,26.242,0.514
1526,1526,17.875,17.771,0.47,7.742,26.248,0.515
1527,1527,17.889,17.984,0.47,7.891,26.255,0.515
1528,1528,17.903,18.196,0.471,8.039,26.261,0.515
1529,1529,17.917,18.406,0.472,8.186,26.267,0.515
1530,1530,17.931,18.614,0.472,8.332,26.273,0.516
1531,1531,17.945,18.821,0.473,8.476,26.28,0.516
1532,1532,17.959,19.026,0.474,8.618,26.286,0.516
1533,1533,17.973,19.23,0.474,8.76,26.293,0.516
1534,1534,17.987,19.431,0.475,8.899,26.299,0.517
1535,1535,18.01,20.388,0.476,9.246,26.374,0.516
1536,1536,18.04,21.851,0.476,9.731,26.494,0.514
1537,1537,18.069,23.293,0.477,10.21,26.613,0.513
1538,1538,18.098,24.712,0.478,10.681,26.73,0.512
1539,1539,18.127,26.11,0.478,11.145,26.845,0.51
1540,1540,18.155,27.485,0.479,11.602,26.958,0.509
1541,1541,18.183,28.838,0.48,12.052,27.07,0.508
1542,1542,18.211,30.169,0.48,12.495,27.18,0.506
1543,1543,18.238,31.477,0.481,12.93,27.288,0.505
1544,1544,18.265,32.763,0.481,13.358,27.395,0.504
1545,1545,18.292,34.028,0.482,13.779,27.5,0.503
1546,1546,18.319,35.269,0.483,14.192,27.603,0.502
1547,1547,18.345,36.489,0.483,14.598,27.704,0.5
1548,1548,18.371,37.687,0.484,14.997,27.804,0.499
1549,1549,18.396,38.863,0.484,15.389,27.902,0.498
1550,1550,18.421,40.017,0.485,15.773,27.998,0.497
1551,1551,18.446,41.149,0.485,16.15,28.092,0.496
1552,1552,18.471,42.26,0.486,16.52,28.185,0.495
1553,1553,18.495,43.349,0.486,16.882,28.277,0.494
1554,1554,18.519,44.416,0.487,17.238,28.366,0.493
1555,1555,18.542,45.462,0.487,17.586,28.454,0.492
1556,1556,18.566,46.488,0.488,17.927,28.54,0.491
1557,1557,18.588,47.492,0.488,18.261,28.625,0.49
1558,1558,18.611,48.476,0.489,18.588,28.708,0.489
1559,1559,18.633,49.439,0.489,18.908,28.789,0.488
1560,1560,18.655,50.381,0.49,19.221,28.869,0.488
1561,1561,18.677,51.304,0.49,19.528,28.947,0.487
1562,1562,18.698,52.206,0.491,19.827,29.024,0.486
1563,1563,18.719,53.089,0.491,20.12,29.099,0.485
1564,1564,18.739,53.952,0.491,20.406,29.173,0.484
1565,1565,18.76,54.795,0.492,20.685,29.245,0.484
1566,1566,18.78,55.62,0.492,20.958,29.316,0.483
1567,1567,18.799,56.425,0.493,21.224,29.386,0.482
1568,1568,18.818,57.212,0.493,21.484,29.454,0.481
1569,1569,18.837,57.98,0.493,21.737,29.52,0.481
1570,1570,18.856,58.73,0.494,21.984,29.585,0.48
1571,1571,18.874,59.462,0.494,22.225,29.649,0.479
1572,1572,18.892,60.176,0.494,22.46,29.712,0.479
1573,1573,18.91,60.873,0.495,22.688,29.773,0.478
1574,1574,18.927,61.552,0.495,22.911,29.833,0.478
1575,1575,18.944,62.214,0.495,23.127,29.891,0.477
1576,1576,18.961,62.86,0.496,23.338,29.949,0.477
1577,1577,18.978,63.488,0.496,23.543,30.005,0.476
1578,1578,18.994,64.101,0.496,23.742,30.06,0.476
1579,1579,19.01,64.697,0.497,23.936,30.114,0.475
1580,1580,19.025,65.277,0.497,24.124,30.166,0.475
1581,1581,19.041,65.841,0.497,24.307,30.218,0.474
1582,1582,19.056,66.39,0.497,24.484,30.268,0.474
1583,1583,19.07,66.924,0.498,24.656,30.317,0.473
1584,1584,19.085,67.443,0.498,24.822,30.365,0.473
1585,1585,19.099,67.947,0.498,24.984,30.412,0.472
1586,1586,19.113,68.436,0.498,25.14,30.459,0.472
1587,1587,19.126,68.912,0.499,25.291,30.504,0.472
1588,1588,19.139,69.373,0.499,25.437,30.548,0.471
1589,1589,19.152,69.82,0.499,25.579,30.591,0.471
1590,1590,19.165,70.253,0.499,25.716,30.633,0.471
1591,1591,19.178,70.673,0.5,25.847,30.674,0.47
1592,1592,19.19,71.08,0.5,25.975,30.714,0.47
1593,1593,19.202,71.474,0.5,26.097,30.754,0.47
1594,1594,19.214,71.855,0.5,26.216,30.792,0.469
1595,1595,19.225,72.223,0.5,26.329,30.83,0.469
1596,1596,19.236,72.579,0.5,26.439,30.866,0.469
1597,1597,19.247,72.923,0.501,26.544,30.902,0.469
1598,1598,19.258,73.255,0.501,26.645,30.938,0.468
1599,1599,19.268,73.575,0.501,26.741,30.972,0.468
1600,1600,19.278,73.883,0.501,26.834,31.006,0.468
1601,1601,19.288,74.18,0.501,26.923,31.039,0.468
1602,1602,19.298,74.466,0.501,27.007,31.071,0.468
1603,1603,19.307,74.74,0.501,27.088,31.102,0.467
1604,1604,19.317,75.004,0.501,27.165,31.133,0.467
1605,1605,19.326,75.257,0.502,27.238,31.163,0.467
1606,1606,19.334,75.499,0.502,27.308,31.192,0.467
1607,1607,19.343,75.731,0.502,27.374,31.221,0.467
1608,1608,19.351,75.953,0.502,27.436,31.249,0.467
1609,1609,19.359,76.165,0.502,27.495,31.277,0.467
1610,1610,19.367,76.366,0.502,27.55,31.304,0.466
1611,1611,19.375,76.559,0.502,27.602,31.33,0.466
1612,1612,19.382,76.741,0.502,27.651,31.356,0.466
1613,1613,19.39,76.914,0.502,27.697,31.381,0.466
1614,1614,19.397,77.078,0.502,27.739,31.405,0.466
1615,1615,19.404,77.233,0.502,27.778,31.429,0.466
1616,1616,19.41,77.379,0.502,27.814,31.453,0.466
1617,1617,19.417,77.516,0.502,27.847,31.476,0.466
1618,1618,19.423,77.644,0.502,27.877,31.498,0.466
1619,1619,19.429,77.764,0.502,27.904,31.521,0.466
1620,1620,19.435,77.875,0.502,27.928,31.542,0.466
1621,1621,19.441,77.979,0.502,27.949,31.563,0.466
1622,1622,19.447,78.074,0.502,27.967,31.584,0.466
1623,1623,19.452,78.161,0.502,27.983,31.604,0.466
1624,1624,19.457,78.228,0.502,27.993,31.623,0.466
1625,1625,19.462,78.259,0.502,27.992,31.639,0.466
1626,1626,19.466,78.284,0.502,27.99,31.654,0.466
1627,1627,19.47,78.303,0.502,27.985,31.669,0.466
1628,1628,19.474,78.317,0.502,27.978,31.684,0.466
1629,1629,19.478,78.326,0.501,27.97,31.699,0.466
1630,1630,19.482,78.329,0.501,27.959,31.714,0.466
1631,1631,19.486,78.328,0.501,27.947,31.728,0.466
1632,1632,19.49,78.321,0.501,27.933,31.743,0.466
1633,1633,19.493,78.309,0.501,27.917,31.757,0.467
1634,1634,19.496,78.292,0.501,27.9,31.771,0.467
1635,1635,19.5,78.27,0.501,27.88,31.784,0.467
1636,1636,19.503,78.243,0.501,27.859,31.798,0.467
1637,1637,19.506,78.212,0.501,27.837,31.811,0.467
1638,1638,19.509,78.175,0.5,27.812,31.824,0.467
1639,1639,19.512,78.135,0.5,27.786,31.837,0.467
1640,1640,19.514,78.089,0.5,27.759,31.85,0.467
1641,1641,19.517,78.039,0.5,27.73,31.863,0.467
1642,1642,19.519,77.985,0.5,27.7,31.875,0.468
1643,1643,19.522,77.926,0.5,27.668,31.888,0.468
1644,1644,19.524,77.863,0.499,27.634,31.9,0.468
1645,1645,19.526,77.796,0.499,27.6,31.912,0.468
1646,1646,19.528,77.724,0.499,27.564,31.924,0.468
1647,1647,19.53,77.649,0.499,27.526,31.936,0.468
1648,1648,19.532,77.569,0.499,27.488,31.948,0.468
1649,1649,19.534,77.486,0.498,27.448,31.959,0.468
1650,1650,19.536,77.399,0.498,27.407,31.971,0.468
1651,1651,19.538,77.308,0.498,27.364,31.982,0.469
1652,1652,19.54,77.214,0.498,27.321,31.993,0.469
1653,1653,19.541,77.116,0.497,27.276,32.005,0.469
1654,1654,19.543,77.015,0.497,27.231,32.016,0.469
1655,1655,19.544,76.91,0.497,27.184,32.026,0.469
1656,1656,19.546,76.802,0.497,27.137,32.037,0.469
1657,1657,19.547,76.691,0.496,27.088,32.048,0.469
1658,1658,19.548,76.576,0.496,27.039,32.059,0.47
1659,1659,19.55,76.459,0.496,26.988,32.069,0.47
1660,1660,19.551,76.339,0.496,26.937,32.08,0.47
1661,1661,19.552,76.216,0.495,26.885,32.09,0.47
1662,1662,19.553,76.09,0.495,26.832,32.1,0.47
1663,1663,19.554,75.962,0.495,26.779,32.11,0.47
1664,1664,19.555,75.831,0.495,26.725,32.12,0.47
1665,1665,19.556,75.698,0.494,26.67,32.13,0.471
1666,1666,19.557,75.562,0.494,26.614,32.14,0.471
1667,1667,19.559,75.424,0.494,26.558,32.15,0.471
1668,1668,19.56,75.284,0.493,26.502,32.16,0.471
1669,1669,19.561,75.142,0.493,26.445,32.17,0.471
1670,1670,19.561,74.999,0.493,26.387,32.18,0.471
1671,1671,19.562,74.853,0.492,26.33,32.189,0.471
1672,1672,19.563,74.706,0.492,26.272,32.199,0.471
1673,1673,19.564,74.557,0.492,26.213,32.209,0.472
1674,1674,19.565,74.407,0.491,26.154,32.218,0.472
1675,1675,19.566,74.256,0.491,26.096,32.228,0.472
1676,1676,19.567,74.103,0.491,26.037,32.237,0.472
1677,1677,19.568,73.949,0.491,25.977,32.247,0.472
1678,1678,19.569,73.795,0.49,25.918,32.256,0.472
1679,1679,19.57,73.639,0.49,25.859,32.266,0.472
1680,1680,19.572,73.483,0.49,25.8,32.275,0.472
1681,1681,19.573,73.326,0.489,25.741,32.284,0.473
1682,1682,19.574,73.169,0.489,25.681,32.294,0.473
1683,1683,19.575,73.012,0.489,25.623,32.303,0.473
1684,1684,19.576,72.854,0.488,25.564,32.312,0.473
1685,1685,19.577,72.696,0.488,25.506,32.322,0.473
1686,1686,19.579,72.538,0.488,25.447,32.331,0.473
1687,1687,19.58,72.381,0.487,25.39,32.341,0.473
1688,1688,19.582,72.224,0.487,25.332,32.35,0.473
1689,1689,19.583,72.067,0.487,25.276,32.359,0.474
1690,1690,19.585,71.911,0.486,25.219,32.369,0.474
1691,1691,19.586,71.755,0.486,25.164,32.378,0.474
1692,1692,19.588,71.601,0.486,25.108,32.388,0.474
1693,1693,19.59,71.447,0.485,25.054,32.397,0.474
1694,1694,19.591,71.294,0.485,25.0,32.407,0.474
1695,1695,19.593,71.143,0.485,24.947,32.416,0.474
1696,1696,19.595,70.993,0.484,24.895,32.426,0.474
1697,1697,19.597,70.845,0.484,24.844,32.436,0.474
1698,1698,19.599,70.698,0.484,24.794,32.446,0.474
1699,1699,19.602,70.553,0.483,24.744,32.455,0.475
1700,1700,19.604,70.411,0.483,24.696,32.465,0.475
1701,1701,19.607,70.27,0.483,24.649,32.475,0.475
1702,1702,19.609,70.131,0.482,24.603,32.485,0.475
1703,1703,19.612,69.995,0.482,24.558,32.495,0.475
1704,1704,19.615,69.861,0.482,24.514,32.506,0.475
1705,1705,19.617,69.73,0.481,24.472,32.516,0.475
1706,1706,19.62,69.601,0.481,24.431,32.526,0.475
1707,1707,19.624,69.475,0.481,24.391,32.537,0.475
1708,1708,19.627,69.353,0.481,24.353,32.547,0.475
1709,1709,19.63,69.233,0.48,24.316,32.558,0.475
1710,1710,19.634,69.117,0.48,24.281,32.569,0.475
1711,1711,19.637,69.004,0.48,24.247,32.58,0.475
1712,1712,19.641,68.894,0.479,24.215,32.591,0.475
1713,1713,19.645,68.789,0.479,24.185,32.602,0.475
1714,1714,19.649,68.687,0.479,24.156,32.613,0.475
1715,1715,19.653,68.588,0.479,24.129,32.624,0.475
1716,1716,19.658,68.494,0.478,24.104,32.636,0.475
1717,1717,19.662,68.404,0.478,24.081,32.647,0.475
1718,1718,19.667,68.318,0.478,24.06,32.659,0.475
1719,1719,19.672,68.236,0.478,24.04,32.671,0.475
1720,1720,19.677,68.159,0.477,24.023,32.683,0.475
1721,1721,19.682,68.086,0.477,24.008,32.695,0.475
1722,1722,19.687,68.018,0.477,23.995,32.708,0.475
1723,1723,19.693,67.955,0.477,23.983,32.72,0.475
1724,1724,19.698,67.896,0.477,23.974,32.733,0.475
1725,1725,19.704,67.842,0.476,23.968,32.745,0.475
1726,1726,19.71,67.794,0.476,23.963,32.758,0.475
1727,1727,19.716,67.75,0.476,23.961,32.772,0.475
1728,1728,19.722,67.711,0.476,23.961,32.785,0.475
1729,1729,19.729,67.678,0.476,23.963,32.798,0.475
1730,1730,19.736,67.65,0.476,23.967,32.812,0.475
1731,1731,19.742,67.628,0.475,23.974,32.826,0.475
1732,1732,19.75,67.61,0.475,23.984,32.84,0.475
1733,1733,19.757,67.599,0.475,23.995,32.854,0.475
1734,1734,19.764,67.593,0.475,24.01,32.868,0.475
1735,1735,19.772,67.592,0.475,24.026,32.883,0.475
1736,1736,19.779,67.598,0.475,24.045,32.897,0.475
1737,1737,19.787,67.609,0.475,24.067,32.912,0.475
1738,1738,19.796,67.625,0.475,24.091,32.927,0.474
1739,1739,19.804,67.648,0.474,24.118,32.942,0.474
1740,1740,19.812,67.676,0.474,24.147,32.958,0.474
1741,1741,19.821,67.71,0.474,24.179,32.973,0.474
1742,1742,19.83,67.75,0.474,24.214,32.989,0.474
1743,1743,19.839,67.796,0.474,24.251,33.005,0.474
1744,1744,19.848,67.848,0.474,24.29,33.021,0.474
1745,1745,19.858,67.906,0.474,24.332,33.037,0.474
1746,1746,19.868,67.97,0.474,24.377,33.054,0.474
1747,1747,19.877,68.04,0.474,24.424,33.07,0.473
1748,1748,19.888,68.115,0.474,24.474,33.087,0.473
1749,1749,19.898,68.197,0.474,24.527,33.104,0.473
1750,1750,19.908,68.284,0.474,24.582,33.121,0.473
1751,1751,19.919,68.378,0.474,24.64,33.139,0.473
1752,1752,19.93,68.477,0.474,24.7,33.156,0.473
1753,1753,19.941,68.582,0.474,24.763,33.174,0.472
1754,1754,19.952,68.693,0.474,24.828,33.192,0.472
1755,1755,19.963,68.81,0.474,24.896,33.209,0.472
1756,1756,19.975,68.932,0.474,24.966,33.228,0.472
1757,1757,19.986,69.061,0.474,25.039,33.246,0.472
1758,1758,19.998,69.194,0.474,25.115,33.264,0.472
1759,1759,20.01,69.334,0.474,25.192,33.283,0.471
1760,1760,20.023,69.479,0.475,25.273,33.301,0.471
1761,1761,20.035,69.629,0.475,25.355,33.32,0.471
1762,1762,20.048,69.785,0.475,25.44,33.339,0.471
1763,1763,20.06,69.947,0.475,25.528,33.358,0.471
1764,1764,20.073,70.113,0.475,25.617,33.377,0.47
1765,1765,20.087,70.285,0.475,25.709,33.396,0.47
1766,1766,20.1,70.462,0.475,25.803,33.416,0.47
1767,1767,20.113,70.644,0.475,25.899,33.435,0.47
1768,1768,20.127,70.83,0.476,25.998,33.455,0.469
1769,1769,20.141,71.022,0.476,26.099,33.474,0.469
1770,1770,20.155,71.219,0.476,26.201,33.494,0.469
1771,1771,20.169,71.42,0.476,26.306,33.514,0.469
1772,1772,20.183,71.625,0.476,26.413,33.534,0.468
1773,1773,20.197,71.835,0.476,26.521,33.553,0.468
1774,1774,20.212,72.05,0.477,26.632,33.573,0.468
1775,1775,20.226,72.269,0.477,26.744,33.593,0.468
1776,1776,20.241,72.492,0.477,26.858,33.613,0.467
1777,1777,20.256,72.719,0.477,26.974,33.633,0.467
1778,1778,20.271,72.949,0.478,27.092,33.653,0.467
1779,1779,20.286,73.184,0.478,27.211,33.673,0.467
1780,1780,20.301,73.422,0.478,27.332,33.694,0.466
1781,1781,20.317,73.664,0.478,27.454,33.714,0.466
1782,1782,20.332,73.909,0.479,27.578,33.734,0.466
1783,1783,20.348,74.158,0.479,27.703,33.754,0.465
1784,1784,20.364,74.41,0.479,27.83,33.774,0.465
1785,1785,20.38,74.665,0.479,27.957,33.794,0.465
1786,1786,20.396,74.922,0.48,28.087,33.814,0.465
1787,1787,20.412,75.183,0.48,28.217,33.834,0.464
1788,1788,20.428,75.446,0.48,28.348,33.854,0.464
1789,1789,20.444,75.712,0.481,28.48,33.873,0.464
1790,1790,20.46,75.98,0.481,28.614,33.893,0.463
1791,1791,20.477,76.25,0.481,28.748,33.913,0.463
1792,1792,20.493,76.523,0.481,28.883,33.932,0.463
1793,1793,20.509,76.798,0.482,29.019,33.952,0.463
1794,1794,20.526,77.074,0.482,29.156,33.971,0.462
1795,1795,20.543,77.352,0.482,29.293,33.99,0.462
1796,1796,20.559,77.632,0.483,29.431,34.009,0.462
1797,1797,20.576,77.913,0.483,29.57,34.028,0.461
1798,1798,20.593,78.196,0.483,29.709,34.047,0.461
1799,1799,20.61,78.48,0.484,29.848,34.066,0.461
1800,1800,20.627,78.765,0.484,29.988,34.085,0.46
1801,1801,20.644,79.051,0.485,30.128,34.103,0.46
1802,1802,20.66,79.338,0.485,30.269,34.121,0.46
1803,1803,20.677,79.625,0.485,30.409,34.139,0.46
1804,1804,20.694,79.914,0.486,30.55,34.157,0.459
1805,1805,20.711,80.202,0.486,30.69,34.175,0.459
1806,1806,20.728,80.491,0.486,30.831,34.192,0.459
1807,1807,20.745,80.781,0.487,30.972,34.21,0.458
1808,1808,20.762,81.07,0.487,31.112,34.227,0.458
1809,1809,20.78,81.36,0.487,31.252,34.244,0.458
1810,1810,20.797,81.649,0.488,31.392,34.261,0.457
1811,1811,20.814,81.938,0.488,31.532,34.277,0.457
1812,1812,20.831,82.227,0.489,31.672,34.293,0.457
1813,1813,20.848,82.515,0.489,31.811,34.309,0.457
1814,1814,20.864,82.803,0.489,31.949,34.325,0.456
1815,1815,20.881,83.091,0.49,32.087,34.341,0.456
1816,1816,20.898,83.377,0.49,32.225,34.356,0.456
1817,1817,20.915,83.663,0.491,32.362,34.371,0.455
1818,1818,20.932,83.948,0.491,32.498,34.386,0.455
1819,1819,20.949,84.231,0.491,32.633,34.4,0.455
1820,1820,20.965,84.514,0.492,32.768,34.415,0.454
1821,1821,20.982,84.796,0.492,32.902,34.429,0.454
1822,1822,20.999,85.076,0.493,33.035,34.442,0.454
1823,1823,21.015,85.355,0.493,33.167,34.456,0.454
1824,1824,21.032,85.632,0.493,33.299,34.469,0.453
1825,1825,21.048,85.908,0.494,33.429,34.482,0.453
1826,1826,21.065,86.182,0.494,33.558,34.495,0.453
1827,1827,21.081,86.455,0.495,33.687,34.507,0.453
1828,1828,21.097,86.726,0.495,33.814,34.519,0.452
1829,1829,21.113,86.995,0.495,33.94,34.531,0.452
1830,1830,21.129,87.262,0.496,34.065,34.542,0.452
1831,1831,21.145,87.528,0.496,34.188,34.554,0.451
1832,1832,21.161,87.791,0.497,34.311,34.564,0.451
1833,1833,21.177,88.052,0.497,34.432,34.575,0.451
1834,1834,21.193,88.312,0.497,34.552,34.585,0.451
1835,1835,21.208,88.569,0.498,34.67,34.595,0.45
1836,1836,21.224,88.824,0.498,34.788,34.605,0.45
1837,1837,21.239,89.076,0.499,34.904,34.615,0.45
1838,1838,21.254,89.327,0.499,35.018,34.624,0.45
1839,1839,21.269,89.575,0.499,35.131,34.633,0.45
1840,1840,21.284,89.82,0.5,35.243,34.641,0.449
1841,1841,21.299,90.064,0.5,35.353,34.649,0.449
1842,1842,21.314,90.304,0.501,35.462,34.657,0.449
1843,1843,21.328,90.543,0.501,35.569,34.665,0.449
1844,1844,21.343,90.779,0.501,35.674,34.672,0.448
1845,1845,21.357,91.012,0.502,35.779,34.679,0.448
1846,1846,21.372,91.242,0.502,35.881,34.686,0.448
1847,1847,21.386,91.471,0.503,35.982,34.693,0.448
1848,1848,21.4,91.696,0.503,36.082,34.699,0.448
1849,1849,21.413,91.919,0.503,36.18,34.705,0.447
1850,1850,21.427,92.139,0.504,36.276,34.711,0.447
1851,1851,21.441,92.357,0.504,36.371,34.716,0.447
1852,1852,21.454,92.572,0.505,36.464,34.721,0.447
1853,1853,21.467,92.784,0.505,36.555,34.726,0.447
1854,1854,21.48,92.993,0.505,36.645,34.731,0.446
1855,1855,21.493,93.2,0.506,36.733,34.735,0.446
1856,1856,21.506,93.404,0.506,36.82,34.739,0.446
1857,1857,21.519,93.606,0.506,36.904,34.743,0.446
1858,1858,21.531,93.804,0.507,36.988,34.747,0.446
1859,1859,21.543,94.0,0.507,37.069,34.75,0.446
1860,1860,21.555,94.193,0.508,37.149,34.753,0.445
1861,1861,21.567,94.383,0.508,37.228,34.756,0.445
1862,1862,21.579,94.571,0.508,37.304,34.759,0.445
1863,1863,21.591,94.756,0.509,37.379,34.761,0.445
1864,1864,21.602,94.938,0.509,37.453,34.763,0.445
1865,1865,21.614,95.117,0.509,37.524,34.765,0.445
1866,1866,21.625,95.294,0.51,37.594,34.767,0.445
1867,1867,21.636,95.468,0.51,37.663,34.769,0.444
1868,1868,21.646,95.639,0.51,37.73,34.77,0.444
1869,1869,21.657,95.808,0.511,37.795,34.771,0.444
1870,1870,21.667,95.973,0.511,37.858,34.772,0.444
1871,1871,21.678,96.136,0.511,37.92,34.773,0.444
1872,1872,21.688,96.297,0.512,37.981,34.773,0.444
1873,1873,21.697,96.454,0.512,38.04,34.774,0.444
1874,1874,21.707,96.609,0.512,38.097,34.774,0.444
1875,1875,21.717,96.762,0.513,38.152,34.774,0.444
1876,1876,21.726,96.911,0.513,38.206,34.774,0.443
1877,1877,21.735,97.059,0.513,38.259,34.773,0.443
1878,1878,21.744,97.203,0.514,38.31,34.773,0.443
1879,1879,21.753,97.345,0.514,38.359,34.772,0.443
1880,1880,21.762,97.484,0.514,38.407,34.772,0.443
1881,1881,21.77,97.621,0.515,38.453,34.771,0.443
1882,1882,21.778,97.755,0.515,38.498,34.77,0.443
1883,1883,21.786,97.886,0.515,38.542,34.768,0.443
1884,1884,21.794,98.015,0.516,38.583,34.767,0.443
1885,1885,21.802,98.142,0.516,38.624,34.766,0.443
1886,1886,21.809,98.266,0.516,38.663,34.764,0.443
1887,1887,21.817,98.387,0.516,38.7,34.762,0.443
1888,1888,21.824,98.506,0.517,38.736,34.761,0.443
1889,1889,21.831,98.622,0.517,38.771,34.759,0.442
1890,1890,21.838,98.736,0.517,38.804,34.757,0.442
1891,1891,21.844,98.848,0.517,38.836,34.755,0.442
1892,1892,21.851,98.957,0.518,38.866,34.753,0.442
1893,1893,21.857,99.064,0.518,38.896,34.75,0.442
1894,1894,21.863,99.168,0.518,38.923,34.748,0.442
1895,1895,21.869,99.27,0.518,38.95,34.746,0.442
1896,1896,21.874,99.37,0.519,38.975,34.743,0.442
1897,1897,21.88,99.467,0.519,38.999,34.741,0.442
1898,1898,21.885,99.562,0.519,39.021,34.738,0.442
1899,1899,21.89,99.654,0.519,39.042,34.735,0.442
1900,1900,21.895,99.744,0.52,39.062,34.733,0.442
1901,1901,21.9,99.832,0.52,39.081,34.73,0.442
1902,1902,21.904,99.918,0.52,39.098,34.727,0.442
1903,1903,21.909,100.001,0.52,39.115,34.724,0.442
1904,1904,21.913,100.082,0.52,39.13,34.722,0.442
1905,1905,21.917,100.161,0.521,39.143,34.719,0.442
1906,1906,21.921,100.238,0.521,39.156,34.716,0.442
1907,1907,21.925,100.312,0.521,39.168,34.713,0.442
1908,1908,21.928,100.385,0.521,39.178,34.71,0.442
1909,1909,21.932,100.455,0.521,39.187,34.707,0.442
1910,1910,21.935,100.522,0.522,39.195,34.704,0.442
1911,1911,21.938,100.588,0.522,39.202,34.701,0.442
